Doc_ID,Doc_TitleDescription,Doc_NameID [NameAuthority::OfficialCombined] ,[NameAuthority::OfficialCombined] Reference,Doc_Photographer,Doc_Date,Doc_BeginDateFilter,Doc_EndDateFilter,Doc_Type,Doc_Source,Doc_Note,Doc_ObjectID [Object::Object_KressCatalogNumber...Object_Title…Object_ArtistNameID [NameAuthority::OfficialCombined]...Object_InstitutionNameID [NameAuthority::OfficialCombined]],Object_KressCatalogNumber reference,Object_Title Reference,Object_ArtistOfficalCombined Reference,Object_InstitutionOfficialCombined reference,Doc_DocumentFilename,Doc_RelatedObjectID,,
DOC00077,"K0049 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1724,K0049,Portrait of a Young Woman,Giuliano Bugiardini,National Gallery of Art,52A2_K0049_03_00077.pdf,1724,,
DOC00078,"K0049 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1724,K0049,Portrait of a Young Woman,Giuliano Bugiardini,National Gallery of Art,52A2_K0049_04_00078.pdf,1724,,
DOC00079,"K0084 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Alfred R. Martin,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_01_00079.pdf,2274,,
DOC00080,"K1342 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1804,K1342,Saint Benedict Orders Saint Maurus to the Rescue of Saint Placidus,Fra Filippo Lippi,National Gallery of Art,52A2_K1342_01_00080.pdf,1804,,
DOC00081,"K0084 - Expert opinion by Fiocco et al., 1934",NAM0819; NAM1066; NAM1058 ,Fiocco; Suida; Sirén; ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_02_00081.pdf,2274,,
DOC00082,"K0084 - Expert opinion by Fiocco et al., 1934",NAM0819; NAM1066; NAM1106 ,Fiocco; Suida; A. Venturi; ,Murray Keyes,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_02_00082.pdf,2274,,
DOC00083,"K0084 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_02_00083.pdf,2274,,
DOC00084,"K1342 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1804,K1342,Saint Benedict Orders Saint Maurus to the Rescue of Saint Placidus,Fra Filippo Lippi,National Gallery of Art,52A2_K1342_04_00084.pdf,1804,,
DOC00085,"K0084 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_02_00085.pdf,2274,,
DOC00086,"K0084 - Expert opinion by Longhi, circa 1920s-1950s",NAM0915,Longhi ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",Also pertains to K85; K86,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_02_00086.pdf,2274; 2274; 2260; 1157,,
DOC00087,"K0084 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_03_00087.pdf,2274,,
DOC00088,"K0084 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2274,K0084,The Presentation of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0084_04_00088.pdf,2274,,
DOC00089,"K0085 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Alfred R. Martin,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2260,K0085,The Nativity of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0085_01_00089.pdf,2260,,
DOC00090,"K1347 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1349,K1347,Madonna and Child Enthroned,Margaritone d'Arezzo,National Gallery of Art,52A2_K1347_01_00090.pdf,1349,,
DOC00091,"K1347 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1349,K1347,Madonna and Child Enthroned,Margaritone d'Arezzo,National Gallery of Art,52A2_K1347_03_00091.pdf,1349,,
DOC00092,"K1347 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1349,K1347,Madonna and Child Enthroned,Margaritone d'Arezzo,National Gallery of Art,52A2_K1347_04_00092.pdf,1349,,
DOC00093,"K1357 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2245,K1357,The Mourning Madonna,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1357_01_00093.pdf,2245,,
DOC00094,"K1357 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2245,K1357,The Mourning Madonna,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1357_02_00094.pdf,2245,,
DOC00095,"K1357 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",Also pertains to K1358,2245,K1357,The Mourning Madonna,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1357_03_00095.pdf,2245; 1864,,
DOC00096,"K1357 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2245,K1357,The Mourning Madonna,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1357_04_00096.pdf,2245,,
DOC00097,"K0085 - Expert opinion by Fiocco et al., 1934",NAM0819; NAM1066; NAM1106 ,Fiocco; Suida; A. Venturi; ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2260,K0085,The Nativity of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0085_02_00097.pdf,2260,,
DOC00098,"K1358 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Murray Keyes,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1864,K1358,Saint John the Evangelist,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1358_01_00098.pdf,1864,,
DOC00099,"K0085 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2260,K0085,The Nativity of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0085_02_00099.pdf,2260,,
DOC00100,"K1358 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",Murray Keyes,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery","X-ray only, report for both is attached to K1357 x-ray.",1864,K1358,Saint John the Evangelist,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1358_03_00100.pdf,1864,,
DOC00101,"K0085 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2260,K0085,The Nativity of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0085_02_00101.pdf,2260,,
DOC00102,"K1358 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1864,K1358,Saint John the Evangelist,Master of the Franciscan Crucifixes,National Gallery of Art,52A2_K1358_04_00102.pdf,1864,,
DOC00103,"K0085 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2260,K0085,The Nativity of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0085_03_00103.pdf,2260,,
DOC00104,"K0085 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,2260,K0085,The Nativity of the Virgin,Andrea di Bartolo,National Gallery of Art,52A2_K0085_04_00104.pdf,2260,,
DOC00105,"K1359 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Murray Keyes,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1831,K1359,Saint James Minor,Master of Saint Francis,National Gallery of Art,52A2_K1359_01_00105.pdf,1831,,
DOC00106,"K0086 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_01_00106.pdf,1157,,
DOC00107,"K1359 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1831,K1359,Saint James Minor,Master of Saint Francis,National Gallery of Art,52A2_K1359_03_00107.pdf,1831,,
DOC00108,"K1359 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1831,K1359,Saint James Minor,Master of Saint Francis,National Gallery of Art,52A2_K1359_04_00108.pdf,1831,,
DOC00109,"K0086 - Expert opinion by Fiocco et al., 1934",NAM0819; NAM1066; NAM1058 ,Fiocco; Suida; Sirén; ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_02_00109.pdf,1157,,
DOC00110,"K1360 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1865,K1360,Saint John the Evangelist,Master of Saint Francis,National Gallery of Art,52A2_K1360_01_00110.pdf,1865,,
DOC00111,"K0086 - Expert opinion by Fiocco et al., 1934",NAM0819; NAM1066; NAM1106 ,Fiocco; Suida; A. Venturi; ,,1934,1930,1934,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_02_00111.pdf,1157,,
DOC00112,"K1360 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",Murray Keyes,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery","X-ray only, report for both is attached to K1359 x-ray",1865,K1360,Saint John the Evangelist,Master of Saint Francis,National Gallery of Art,52A2_K1360_03_00112.pdf,1865,,
DOC00113,"K0086 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_02_00113.pdf,1157,,
DOC00114,"K1360 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Murray Keyes,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1865,K1360,Saint John the Evangelist,Master of Saint Francis,National Gallery of Art,52A2_K1360_04_00114.pdf,1865,,
DOC00115,"K0086 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_02_00115.pdf,1157,,
DOC00116,"K0086 - Alan Burroughs report, circa 1930s-1940s",NAM0130,"Burroughs, Alan",,circa 1930s-1940s,1930,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_03_00116.pdf,1157,,
DOC00117,"K0086 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,Alfred R. Martin,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1157,K0086,Joachim and the Beggars,Andrea di Bartolo,National Gallery of Art,52A2_K0086_04_00117.pdf,1157,,
DOC00118,"K1356 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Murray Keyes,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_01_00118.pdf,981,,
DOC00119,"K1356 - Expert opinion by Bode, circa 1910s-1920s",NAM0766,Bode ,Murray Keyes,circa 1910s-1920s,1910,1929,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_02_00119.pdf,981,,
DOC00120,"K1356 - Expert opinion by Berenson, circa 1920s-1950s",NAM0695,Berenson ,Murray Keyes,circa 1920s-1950s,1920,1959,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_02_00120.pdf,981,,
DOC00121,"K1356 - Expert opinion by Perkins, circa 1920s-1940s",NAM0992,Perkins ,Murray Keyes,circa 1920s-1940s,1920,1949,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_02_00121.pdf,981,,
DOC00122,"K1356 - Expert opinion by Marle, circa 1920s-1930s",NAM0919,Marle ,,circa 1920s-1930s,1920,1939,Expert Opinion,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_02_00122.pdf,981,,
DOC00123,"K1356 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery","Report only, no x-ray",981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_03_00123.pdf,981,,
DOC00124,"K1356 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,981,K1356,God the Father Surrounded by Angels and Cherubim,Francesco di Giorgio Martini,National Gallery of Art,52A2_K1356_04_00124.pdf,981,,
DOC00125,"K1346 - Art object record, circa 1930s-1950s",NAM0599,SHKF,,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1366,K1346,Madonna and Child with Saint Anthony Abbot and Saint Sigismund,Neroccio de' Landi,National Gallery of Art,52A2_K1346_01_00125.pdf,1366,,
DOC00126,"K1346 - Alan Burroughs report, 1947",NAM0130,"Burroughs, Alan",,1947,1945,1949,Alan Burroughs Report,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery","Report only, no x-ray",1366,K1346,Madonna and Child with Saint Anthony Abbot and Saint Sigismund,Neroccio de' Landi,National Gallery of Art,52A2_K1346_03_00126.pdf,1366,,
DOC00127,"K1346 - Condition and restoration record, circa 1950s-1960s",NAM0599,SHKF,,circa 1950s-1960s,1950,1969,Condition and Restoration Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1366,K1346,Madonna and Child with Saint Anthony Abbot and Saint Sigismund,Neroccio de' Landi,National Gallery of Art,52A2_K1346_04_00127.pdf,1366,,
DOC00128,"K1363 - Art object record, circa 1930s-1950s",NAM0599,SHKF,Murray Keyes,circa 1930s-1950s,1930,1959,Art Object Record,"National Gallery of Art, Gallery Archives, 46A2 Kress Collection Object Files - National Gallery",,1363,K1363,Madonna and Child with Angels,Orcagna and Jacopo di Cione,National Gallery of Art,52A2_K1363_01_00128.pdf,1363,,
