Acquisitions: Table 1

Acquisition_ID,Acquisition_TitleDescription,Acquisition_SellerNameID [NameAuthority::OfficialCombined],[NameAuthority::OfficialCombined] Seller Reference,Acquisition_Date,Acquisition_YearDateFilter,Acquisition_BeginDateFilter,Acquisition_EndDateFilter,Acquisition_Location,Acquisition_LocationFilter,Acquisition ObjectCount,Acquisition_PriceUSD,Acquisition_FinalPayDate,Acquisition_Source,Acquisition_Note,Acquisition_InternalNote,Acquisition_DocumentFilename,Acquisition_RelatedAcqObjJoinID,,,,,
ACQ066,"John Levy Galleries, May 23, 1938 ",NAM0631,John Levy Galleries,05/23/1938,1938,1935,1939,"1 East 57th Street, New York, NY","New York, New York",4,"$10,500.00",06/08/1938,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132902_19380523.pdf,PJN00170;PJN00171;PJN00172;PJN00173,,,,,
ACQ067,"Frederick Mont, Inc., March 2, 1948 ",NAM0814,Frederick Mont,03/02/1948,1948,1945,1949,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",2,"$15,000.00",03/05/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19480302.pdf,PJN00008;PJN00203,,,,,
ACQ068,"Frederick Mont, Inc., February 21, 1950 ",NAM0814,Frederick Mont,02/21/1950,1950,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",3,"$14,500.00",05/01/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"K1699 was included in the sale too.  it was sold for $4,000.00.  painting destroyed in the fire. invoiced to the Foundation",52C1_132905_19500221.pdf,PJN00229;PJN00232;PJN02062,,,,,
ACQ069,"Frederick Mont, Inc., November 1, 1950 ",NAM0814,Frederick Mont,11/01/1950,1950,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$44,000.00",11/01/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19501101.pdf,PJN00106,,,,,
ACQ070,"Frederick Mont, Inc., March 8, 1951 ",NAM0814,Frederick Mont,03/08/1951,1951,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",2,"$100,000.00",03/08/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19510308.pdf,PJN00061;PJN00128,,,,,
ACQ071,"Frederick Mont, Inc., October 18, 1951 [1]",NAM0814,Frederick Mont,10/18/1951,1951,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",3,"$41,000.00",10/22/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19511018_01.pdf,PJN00036;PJN00244;PJN00245,,,,,
ACQ072,"Frederick Mont, Inc., October 18, 1951 [2]",NAM0814,Frederick Mont,10/18/1951,1951,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$31,000.00",10/22/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Appears to have been previously purchased in 1930 from Continiinvoiced to the Foundation,52C1_132905_19511018_02.pdf,PJN02063,,,,,
ACQ073,"Frederick Mont, Inc., October 18, 1951 [3]",NAM0814,Frederick Mont,10/18/1951,1951,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$23,000.00",10/22/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19511018_03.pdf,PJN00109,,,,,
ACQ074,"Frederick Mont, Inc., January 30, 1952 [2]",NAM0814,Frederick Mont,01/30/1952,1952,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$22,500.00",03/07/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19520130_02.pdf,PJN00251,,,,,
ACQ075,"Frederick Mont, Inc., January 30, 1952 [3]",NAM0814,Frederick Mont,01/30/1952,1952,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$80,000.00",01/30/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19520130_03.pdf,PJN00104,,,,,
ACQ076,"Frederick Mont, Inc., January 30, 1952 [4]",NAM0814,Frederick Mont,01/30/1952,1952,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$22,500.00",03/07/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19520130_04.pdf,PJN00253,,,,,
ACQ077,"Frederick Mont, Inc., February 11, 1953 [1] ",NAM0814,Frederick Mont,02/11/1953,1953,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",2,"$38,000.00",03/05/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19530211_01.pdf,PJN00100;PJN00107,,,,,
ACQ078,"Frederick Mont, Inc., February 11, 1953 [2]",NAM0814,Frederick Mont,02/11/1953,1953,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",2,"$67,000.00",03/05/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19530211_02.pdf,PJN00102;PJN00135,,,,,
ACQ079,"Frederick Mont, Inc., September 24, 1953 ",NAM0814,Frederick Mont,09/24/1953,1953,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",1,"$6,500.00",10/03/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132905_19530924.pdf,PJN00122,,,,,
ACQ080,"Frederick Mont, Inc., January 25, 1954 ",NAM0814,Frederick Mont,01/25/1954,1954,1950,1954,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",4,"$75,000.00",02/04/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"$60,000.00 paid for K1994 and K1995.invoiced to the Foundation",52C1_132905_19540125.pdf,PJN00293;PJN00294;PJN00295;PJN00296,,,,,
ACQ081,"Frederick Mont, Inc., February 8, 1955 ",NAM0814,Frederick Mont,02/08/1955,1955,1955,1959,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",4,"$160,000.00",07/29/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"K2118 destroyed by fire in 1956.invoiced to the Foundation. I have doubts regarding the amounts of the installments as source of info is the stamp 'paid' and the check number. these amounts reported on stamps do not seem to be always consistent with the amount of the invoice. in several instances they do not match. Paid in 3 installments: 2/11/1955 $50,000.006/3/1955 $160,000.007/29/1955 $50,000.00",52C1_132905_19550208.pdf,PJN00024;PJN00358;PJN00360;PJN02064,,,,,
ACQ082,"Frederick Mont, Inc., February 14, 1957 ",NAM0814,Frederick Mont,02/14/1957,1957,1955,1959,"The Langdon, 2 East 56th Street, New York, NY","New York, New York",4,"$195,000.00",09/06/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"invoiced to the Foundation. in this case the installments amount are correct. they match the payment instructions on the invoice.paid in three installments: 3/5/1957 $45,000.00 6/5/1957 $75,000.00 9/5/1957 $75,000.00",52C1_132905_19570214.pdf,PJN00098;PJN00101;PJN00372;PJN00373,,,,,
ACQ083,"Newhouse Galleries, May 3, 1950 ",NAM0856,Newhouse Galleries,05/03/1950,1950,1950,1954,"15 East 57th Street, New York, NY","New York, New York",1,"$250,000.00",05/03/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132908_19500503.pdf,PJN00058,,,,,
ACQ084,"Newhouse Galleries, March 19, 1937 ",NAM0856,Newhouse Galleries,03/19/1937,1937,1935,1939,"5 East 57th Street, New York, NY","New York, New York",1,"$15,300.00",03/19/1937,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,Price includes $300 city sales tax.invoiced to the Foundation. there are two addresses for this gallery. the other one is 5 East 57th street NYC,52C1_132908_19370319.pdf,PJN00163,,,,,
ACQ085,"Arthur U. Newton Galleries, May 6, 1948 ",NAM0857,Arthur U. Newton Galleries,05/06/1948,1948,1945,1949,"11 and 13 East 57th Street, New York, NY","New York, New York",1,"$3,500.00",05/10/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132909_19480506.pdf,PJN00204,,,,,
ACQ086,"Arthur U. Newton Galleries, April 24, 1945 ",NAM0857,Arthur U. Newton Galleries,04/24/1945,1945,1945,1949,"11 and 13 East 57th Street, New York, NY","New York, New York",1,"$12,500.00",04/27/1945,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132909_19450424.pdf,PJN00020,,,,,
ACQ087,"John Nicholson Gallery, January 31, 1952 ",NAM0864,John Nicholson Gallery,01/31/1952,1952,1950,1954,"69 East 57th Street, New York, NY","New York, New York",1,"$12,500.00",01/31/1952,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132910_19520131.pdf,PJN00255,,,,,
ACQ088,"The Norton Galleries, November 2, 1955 ",NAM0877,The Norton Galleries,11/02/1955,1955,1955,1959,"108 East 57th Street, New York, NY","New York, New York",1,"$4,500.00",12/19/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132912_19551102.pdf,PJN00362,,,,,
ACQ090,"Paul Rosenberg & Co., January 9, 1946 ",NAM1031,Paul Rosenberg & Co.,01/09/1946,1946,1945,1949,"16 East 57th Street, New York, NY","New York, New York",1,"$77,500.00",01/10/1946,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the FoundationList of exhibitions,52C1_132916_19460109.pdf,PJN00039,,,,,
ACQ091,"Rosenberg & Stiebel, October 26, 1950 ",NAM1030,Rosenberg & Stiebel,10/26/1950,1950,1950,1954,"32 East 57th Street, New York, NY","New York, New York",2,"$50,000.00",10/30/1950,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132917_19501026.pdf,PJN00006;PJN00054,,,,,
ACQ093,"Rosenberg & Stiebel, October 3, 1951 ",NAM1030,Rosenberg & Stiebel,10/03/1951,1951,1950,1954,"32 East 57th Street, New York, NY","New York, New York",1,"$50,000.00",10/10/1951,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132917_19511003.pdf,PJN00021,,,,,
ACQ094,"Rosenberg & Stiebel, October 23, 1951 ",NAM1030,Rosenberg & Stiebel,10/23/1951,1951,1950,1954,"32 East 57th Street, New York, NY","New York, New York",5,"$55,000.00",10/23/1956,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"$22,000.00 was paid for the pair K1864 and K1865. $22,000.00 was paid for the pair K1867 and K186.invoiced to the Foundation",52C1_132917_19511023.pdf,PJN00018;PJN00053;PJN00114;PJN00147;PJN00247,,,,,
ACQ095,"Rosenberg & Stiebel, February 9, 1953 ",NAM1030,Rosenberg & Stiebel,02/09/1953,1953,1950,1954,"32 East 57th Street, New York, NY","New York, New York",2,"$4,000.00",02/11/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132917_19530209.pdf,PJN00266;PJN00267,,,,,
ACQ096,"Rosenberg & Stiebel, September 24, 1953 ",NAM1030,Rosenberg & Stiebel,09/24/1953,1953,1950,1954,"32 East 57th Street, New York, NY","New York, New York",2,"$140,000.00",10/03/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132917_19530924.pdf,PJN00076;PJN00283,,,,,
ACQ097,"Rosenberg & Stiebel, January 29, 1954 ",NAM1030,Rosenberg & Stiebel,01/29/1954,1954,1950,1954,"32 East 57th Street, New York, NY","New York, New York",5,"$140,000.00",02/04/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"$65,000.00 was paid for the pair K2031 and K2032.  $40,000.00 was paid for the pair K2035 and K2034invoiced to the Foundation",52C1_132917_19540129.pdf,PJN00043;PJN00063;PJN00066;PJN00330;PJN00331,,,,,
ACQ098,"Rosenberg & Stiebel, May 20, 1954 ",NAM1030,Rosenberg & Stiebel,05/20/1954,1954,1950,1954,"32 East 57th Street, New York, NY","New York, New York",1,"$60,000.00",06/04/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132917_19540520.pdf,PJN00334,,,,,
ACQ099,"Rosenberg & Stiebel, February 8, 1955 ",NAM1030,Rosenberg & Stiebel,02/08/1955,1955,1955,1959,"32 East 57th Street, New York, NY","New York, New York",4,"$210,000.00",02/11/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the FoundationPaid in 2 installments.,52C1_132917_19550208.pdf,PJN00105;PJN00108;PJN0035;PJN00356,,,,,
ACQ100,"Rosenberg & Stiebel, May 13, 1955 [1]",NAM1030,Rosenberg & Stiebel,05/13/1955,1955,1955,1959,"32 East 57th Street, New York, NY","New York, New York",1,"$8,500.00",06/03/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132917_19550513_01.pdf,PJN00361,,,,,
ACQ101,"Rosenberg & Stiebel, May 13, 1955 [2]",NAM1030,Rosenberg & Stiebel,05/13/1955,1955,1955,1959,"32 East 57th Street, New York, NY","New York, New York",1,"$365,000.00",,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the FoundationCorrespondence to Rosenberg regarding payment of the Kress Foundations debts.,52C1_132917_19550513_02.pdf,PJN00001,,,,,
ACQ102,"Rosenberg & Stiebel, October 17, 1955 ",NAM1030,Rosenberg & Stiebel,10/17/1955,1955,1955,1959,"32 East 57th Street, New York, NY","New York, New York",1,"$170,000.00",12/05/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the FoundationPaid in two installments.,52C1_132917_19551017.pdf,PJN00017,,,,,
ACQ103,"Sachs, Arthur, March 25, 1943 ",NAM1284,Sachs,03/25/1943,1943,1940,1944,"41 Broad Street, New York, NY","New York, New York",2,"$106,500.00",03/29/1943,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,Purchase c/o Moses & Singer.,"Group price does not include an allowance for frame and restoration of frame at $665.00.Letter S.H. Kress Foundation asking for delivery of the paintings to Pichetto Studio, 745 Fifth Avenue New York, NY",52C1_132919_19430325.pdf,PJN00016;PJN00049,,,,,
ACQ104,"Schaeffer Galleries, February 16, 1957 ",NAM1071,Schaeffer Galleries,02/16/1957,1957,1955,1959,"983 Park Avenue, New York, NY","New York, New York",4,"$185,000.00",03/05/1957,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,the total group price does not match the sum of each objectinvoiced to the Foundation,52C1_132920_19570216.pdf,PJN00093;PJN00384;PJN00385;PJN00386,,,,,
ACQ105,"Schaeffer Galleries, February 8, 1955 ",NAM1071,Schaeffer Galleries,02/08/1955,1955,1955,1959,"52 East 58th Street, New York, NY","New York, New York",2,"$13,000.00",02/11/1955,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,H.H. (Huckleberry Hill? Henry Hecht?) written close to each objectinvoiced to the Foundation,52C1_132920_19550208.pdf,PJN00338;PJN00339,,,,,
ACQ106,"Schaeffer Galleries, January 28, 1954 ",NAM1071,Schaeffer Galleries,01/28/1954,1954,1950,1954,"52 East 58th Street, New York, NY","New York, New York",1,"$9,000.00",02/04/1954,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132920_19540128.pdf,PJN00297,,,,,
ACQ107,"Schaeffer Galleries, February 11, 1953 ",NAM1071,Schaeffer Galleries,02/11/1953,1953,1950,1954,"52 East 58th Street, New York, NY","New York, New York",1,"$7,000.00",03/05/1953,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,invoiced to the Foundation,52C1_132920_19530211.pdf,PJN00268,,,,,
ACQ108,"Schaeffer Galleries, May 15, 1948 ",NAM1071,Schaeffer Galleries,05/15/1948,1948,1945,1949,"52 East 58th Street, New York, NY","New York, New York",1,"$9,000.00",05/21/1948,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"The price for the paintings has been negotiated by the Gallery from $15,000.00 to 10,000.00, see letter to Pichetto.invoiced to the Foundationletter from Schaeffer Galleries to Pichetto",52C1_132920_19480515.pdf,PJN00148,,,,,
ACQ109,"Contini Bonacossi, Alessandro, March 1, 1927 ",NAM0267,Contini Bonacossi,03/01/1927,1927,1925,1929,"60 via Nomentana, Rome, Italy","Rome, Italy",12,"$105,000.00",03/02/1927,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Total price for the four School of Mantegna panels representing The Triumphs (K10-13) is $20,500.  A fifth, K14, was written in by Contini, at the price of $6,000. This amount is not reflected in the invoice total.    Total price for the dyptich K6A and B is $ 8,000.invoiced to SHK not the foundation. Seller name only Contini5 installments. ",52C1_132862_19270301.pdf,PJN00149;PJN00150;PJN00164;PJN00177;PJN00185;PJN00403;PJN00417;PJN00418;PJN00450;PJN02046;PJN02047,,,,,
ACQ110,"Contini Bonacossi, Alessandro, March 17, 1927 ",NAM0267,Contini Bonacossi,03/17/1927,1927,1925,1929,"60 via Nomentana, Rome, Italy","Rome, Italy",5,"$105,000.00",03/17/1927,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"The total number of objects for this sale was 5, but 2 (totaling $5,000 and included in the total group price) were returned before being assigned Kress numbers.invoiced to SHK not the foundation. the seller name is only Contini at this date. There are four versions of this BOS. one original, two labeled as copy, and one as duplicate. On the original version, there are indications regarding the return to Rome of 2 objects, while  provenance information is given for each work together with a date and a price in Italian currency this price was converted into USD kress paid. on the copy there are info about returns while on the duplicate only written prices in italian currency and a date that precede the invoice with the converted amount in USD. all the annotations are handwritten.",52C1_132862_19270317.pdf,PJN00396;PJN00399;PJN00436;PJN02117;PJN02118,,,,,
ACQ111,"Contini Bonacossi, Alessandro, April 6, 1927 ",NAM0267,Contini Bonacossi,04/06/1927,1927,1925,1929,"60 via Nomentana, Rome, Italy","Rome, Italy",8,"$90,000.00",04/06/1927,Series 1.7b Dealer Correspondence and Bills of Sale. Samuel H. Kress Foundation Archive.,,"Panel attributed to Spinello Aretino ($4,000) was listed as returned and appears not to have been assigned a Kress number.invoiced to SHK not the foundation. the seller name is only Contini at this date. no indication of return on this BOS. There are two versions. one original one labeled as copy. on the copy handwritten notes are reporting the prices in Italian currency and dates that precede the invoice date. According to the copy, the Spinello Aretino was returned on 11/1/28, and bought back on 5/15/29Letter of agreement between Mr. Kress and Count Contini dated 4/6/1927",52C1_132862_19270406.pdf,PJN00077;PJN00099;PJN00211;PJN00425;PJN00428;PJN02048;PJN02049;PJN02486,,,,,
