Master Acq Object Join Data : Table 1

AcqObjJoin_ID,AcqObjJoin_Type,AcqObjJoin_PriceUSD,AcqObjJoin_CreditUSD,AcqObjJoin_ReturnUSD,AcqObjJoin_Attribution,AcqObjJoin_AttributionArtistNameID,AcqObjJoin_InternalNote,AcqObjJoin_RelatedObjectID,AcqObjJoin_RelatedAcquisitionID,
PJN00187,Purchase,,,,Acquired as Madonna and Child by Benedetto Bonfigli,NAM0150,"Bought with 9 frescoes (K1314-K1322), K1309, K1310, K1311, K1312, K1313, K1323, K1324, K1325, K1326, K1327, and K1328 for $1,635,000.",2797,ACQ006,
PJN00188,Purchase,"$5,500.00",,,Acquired as Hunter and Animals by Jan Fyt,NAM0428,,2798,ACQ120,
PJN00189,Purchase,,,,Acquired as Exterior of the Pantheon by Giovanni Paolo Panini,NAM0905,"Bought with 9 frescoes (K1314-K1322), K1309, K1310, K1311, K1312, K1313, K1323, K1324, K1325, K1326, K1327, and K1328 for $1,635,000.",2799,ACQ006,
PJN00190,Purchase,,,,Acquired as Madonna and Child by Filippo Lippi,NAM0635,"Bought with 9 frescoes (K1314-K1322), K1309, K1310, K1311, K1312, K1313, K1323, K1324, K1325, K1326, K1327, and K1328 for $1,635,000.",2800,ACQ006,
PJN00191,Purchase,,,,Acquired as Cardinal de Borja by Velazquez,NAM1208,"Bought with 9 frescoes (K1314-K1322), K1309, K1310, K1311, K1312, K1313, K1323, K1324, K1325, K1326, K1327, and K1328 for $1,635,000.",2801,ACQ006,
PJN00192,Purchase,,,,Acquired as Angels by Melozzo da Forli,NAM0785,"K1329 and K1330 purchased together for $55,000.",2802,ACQ039,
PJN00193,Purchase,,,,Acquired as Angels by Melozzo da Forli,NAM0785,"K1329 and K1330 purchased together for $55,000.",2803,ACQ039,
PJN00194,Purchase,"$15,000.00",,,Acquired as Madonna and Child by Taddeo Gaddi,NAM0430,,2808,ACQ065,
PJN00195,Purchase,"$25,000.00",,,Acquired as Madonna and Child by Segna di Buonaventura,NAM1081,,2809,ACQ065,
PJN00196,Purchase,,,,Acquired as Madonna and Child Enthroned with Donors and Saints Dominic and Elizabeth of Hungary (Triptych: center) by Lippo Vanni,NAM1203,"Bought as triptych with K1355B and K1355C for $30,000.",2812,ACQ065,
PJN00197,Purchase,,,,Acquired as Madonna and Child Enthroned with Donors and Saints Dominic and Elizabeth of Hungary (Triptych: left) by Lippo Vanni,NAM1203,"Bought as triptych with K1355A and K1355C for $30,000.",2813,ACQ065,
PJN00198,Purchase,,,,Acquired as Madonna and Child Enthroned with Donors and Saints Dominic and Elizabeth of Hungary (Triptych: right) by Lippo Vanni,NAM1203,"Bought as triptych with K1355A and K1355B for $30,000.",2814,ACQ065,
PJN00199,Purchase,"$32,000.00",,,"Acquired as Madonna, Child, St. John, and Three Angels by Fra Bartolommeo ",NAM0084,,2843,ACQ121,
PJN00200,Purchase,,,,Acquired as The Virtuous One by Giovan Battista Tiepolo,NAM1160,"K150 and K151 bought as a pair for $50,000.00. ",2845,ACQ121,
PJN00201,Purchase,,,,Acquired as Young Woman with a Parrot by Giovan Battista Tiepolo,NAM1160,"K150 and K151 bought as a pair for $50,000.00.  Credited $5,000 as a pair on 6/27/34 (credit transferred from K153).",2846,ACQ121,
PJN00202,Purchase,"$10,000.00",,,Acquired as Predella by Angelo Puccinelli,NAM0983,,2848,ACQ121,
PJN00203,Purchase,"$4,400.00",,,Acquired as Hagar and the Angel by Bernardo Strozzi,NAM1143,,2850,ACQ067,
PJN00204,Purchase,"$3,500.00",,,Acquired as Dramatic Landscape with Figures by Esteban Murillo,NAM0835,,2854,ACQ085,
PJN00205,Purchase,,,,Acquired as Angel by Giovanni della Robbia,NAM1011,"K154 and K155 bought as a pair for $16,000.00.",2856,ACQ121,
PJN00206,Purchase,,,,Acquired as Angel by Giovanni della Robbia,NAM1011,"K154 and K155 bought as a pair for $16,000.00.",2865,ACQ121,
PJN00207,Purchase,"$15,000.00",,,"Acquired as Annunciation by Florentine Master (workshop of Orcagno, probably Jacopo di Cione)",NAM0039,,2873,ACQ122,
PJN00208,Purchase,"$10,000.00",,,Acquired as Madonna and Child by Pietro or Ugolino Lorenzetti,NAM0651,,2877,ACQ122,
PJN00209,Purchase,,,,Acquired as Saint by Domenico di Michelino,NAM0326,"K158 and K159 bought as a pair for $8,000.00.
",2887,ACQ122,
PJN00210,Purchase,,,,Acquired as Saint by Domenico di Michelino,NAM0326,"K158 and K159 bought as a pair for $8,000.00.",2898,ACQ122,
PJN00211,Purchase,"$3,900.00",,,Acquired as The Madonna and Child with Two Female Saints by Master of Hoogstraeten,NAM1360,,2907,ACQ111,
PJN00212,Purchase,"$20,000.00",,,Acquired as Composition by Giovanni Battista Tiepolo,NAM1160,,2910,ACQ122,
PJN00213,Purchase,"$25,000.00",,,Acquired as Madonna and Child with St. John by Giuliano Bugiardini (Giuliano di Piero di Simone Bugiardini),NAM0182,,2918,ACQ122,
PJN00214,Purchase,"$15,000.00",,,Acquired as Madonna and Child by Francesco Francia,NAM0410,,2937,ACQ123,
PJN00215,Purchase,"$15,000.00",,,Acquired as Female Figure as Dawn by Jacopo Tintoretto,NAM1166,,2940,ACQ123,
PJN00216,Purchase,"$20,000.00",,,"Acquired as Margaret of Austria, Queen of Spain by Juan Pantoja de la Cruz",NAM0906,,2941,ACQ010,
PJN00217,Purchase,"$20,000.00",,,Acquired as The Epiphany by Rodrigo de Osona the Younger,NAM1428,,2942,ACQ010,
PJN00218,Purchase,"$4,000.00",,,Acquired as Port of Ostia During a Calm by Luigi Carbone,NAM1308,,2943,ACQ010,
PJN00219,Purchase,"$4,000.00",,,Acquired as Port of Ostia During a Tempest by Luigi Carbone,NAM1308,,2944,ACQ010,
PJN00220,Purchase,"$8,000.00",,,Acquired as Castel dell'Ovo by Carlo Bonavia,NAM0149,,2945,ACQ010,
PJN00221,Purchase,"$20,000.00",,,"Acquired as Marie-Therese-Charlotte, called Madame Royale Enfant by Claude Michel, called Clodion",NAM0258,,2948,ACQ010,
PJN00222,Purchase,"$17,000.00",,,"Acquired as Madonna, Child and Angels by Matteo di Giovanni",NAM0479,,2949,ACQ123,
PJN00223,Purchase,"$27,000.00",,,"Acquired as Madonna, Child and Angels, with St. John and Saint by Piero di Cosimo ",NAM0941,,2956,ACQ123,
PJN00224,Purchase,"$6,500.00",,,Acquired as The Courtyard of a Palace in Warsaw by Bernardo Bellotto,NAM0110,,2958,ACQ018,
PJN00225,Purchase,"$2,500.00",,,Acquired as Coral Fishing in Africa by Salvator Rosa,NAM1028,,2959,ACQ018,
PJN00226,Purchase,"$7,500.00",,,Acquired as The Offer by Bernardo Strozzi,NAM1143,,2960,ACQ018,
PJN00227,Purchase,"$25,000.00",,,Acquired as Education of Cupid (The Training of Love by Beauty and Science) by Titian,NAM1167,,2961,ACQ047,
PJN00228,Purchase,"$10,000.00",,,"Acquired as Allegorical Subject with Four Figures (The Blonde Girl) by Venetian School, 16th century (Giorgione School)",NAM1211,,2962,ACQ040,
PJN00229,Purchase,"$8,500.00",,,Acquired as St. Bartholomew by Jusepe de Ribera,NAM1000,,2964,ACQ068,
PJN00230,Purchase,"$21,000.00",,,Acquired as Four Saints before a King by Spinello Aretino,NAM1127,,2965,ACQ113,
PJN00232,Purchase,"$2,000.00",,,Acquired as St. Thomas de Villanueva Giving Alms to the Poor by Juan de Valdés Leal,NAM1197,,2967,ACQ068,
PJN00233,Purchase,"$12,000.00",,,Acquired as Portrait of a Girl with dark dress and hand by Francesco de' Rossi (called Cecchino Salviati),NAM1053,,2974,ACQ123,
PJN00234,Purchase,"$6,000.00",,,Acquired as Four Heads by follower of Agnolo Gaddi,NAM0429,,3001,ACQ123,
PJN00235,Purchase,,,,Acquired as Two Male Saints by Turino Vanni,NAM1419,"K176 and K177 bought as a pair for $14,500.00.",3024,ACQ123,
PJN00236,Purchase,,,,Acquired as Two Female Saints by Turino Vanni,NAM1419,"K176 and K177 bought as a pair for $14,500.00.",3038,ACQ123,
PJN00237,Purchase,"$6,000.00",,,"Acquired as Two Saints, full figures by Giusto de Menabuoi (called Giusto di Padova)",NAM0788,,3060,ACQ123,
PJN00238,Purchase,"$38,000.00",,,Acquired as The Preaching of Saint John the Baptist by Pre-Leonardesque Master,NAM0039,,3071,ACQ115,
PJN00239,Purchase,"$5,000.00",,,Acquired as Young Woman Holding a Dove by Giuseppe Maria Crespi,NAM0284,,3105,ACQ017,
PJN00240,Purchase,"$2,250.00",,,Acquired as Interior of the Coliseum in Rome by Hubert Robert ,NAM1015,,3106,ACQ048,
PJN00241,Purchase,"$5,000.00",,,Acquired as Portrait of a Lady as a Sibyl by Guido Reni,NAM0998,,3107,ACQ048,
PJN00242,Purchase,"$1,200.00",,,Acquired as Church Interior by Giovanni Paolo Panini,NAM0905,,3108,ACQ050,
PJN00243,Purchase,"$7,500.00",,,Acquired as Portrait of a Scholar by Lucas Cranach the Elder,NAM0282,"the painting, which inly recently turned uo in a Private Collection in Scotland, has been authenticated by M. J. Friedlaender.

date about 1515",3109,ACQ052,
PJN00244,Purchase,"$6,000.00",,,Acquired as Nativity by Master of Schottenstift,NAM1427,,3110,ACQ071,
PJN00245,Purchase,"$25,000.00",,,Acquired as The Mass of St. Martin de Tours by French Master around 1440s,NAM0419,,3111,ACQ071,
PJN00247,Purchase,"$11,000.00",,,Acquired as Madonna by Bartolomé Esteban Murillo,NAM0835,"$22,000.00 for the pair K1867/K1867",3117,ACQ094,
PJN00248,Purchase,"$13,000.00",,,"Acquired as Madonna, Child, 2 Angels, 2 Saints by Paolo di Giovanni Fei",NAM0370,,3119,ACQ123,
PJN00249,Purchase,"$45,000.00",,,Acquired as Sacra Conversazione by Paolo Veronese ,NAM1222,,3120,ACQ063,
PJN00250,Purchase,"$15,500.00",,,"Acquired as Le Christ du Douleur, Deux Donateurs et Deux Saints by École du Rhone",NAM0039,,3121,ACQ063,
PJN00251,Purchase,"$22,500.00",,,Acquired as The Adoration of the Child by Titian,NAM1167,,3122,ACQ074,
PJN00252,Purchase,"$15,000.00",,,Acquired as Adoration of the Shepherds (Triptych) by Master of the Braunschweig Diptychon,NAM0731,,3123,ACQ063,
PJN00253,Purchase,"$22,500.00",,,Acquired as Adoration of the Golden Calf by Nicolas Poussin,NAM0967,,3124,ACQ076,
PJN00254,Purchase,"$10,000.00",,,Acquired as Portrait of a Bearded Man by Francesco de' Rossi (Salviati),NAM1053,,3128,ACQ123,
PJN00255,Purchase,"$12,500.00",,,Acquired as River Scene at Nymwegen by Salomon van Ruysdael,NAM1045,,3133,ACQ087,
PJN00256,Purchase,"$10,000.00",,,Acquired as Still Life by Jan Fyt,NAM0428,,3135,ACQ031,
PJN00257,Purchase,"$20,000.00",,,Acquired as Landscape with Figures at Sunset by Claude Lorrain (Claude Gellée),NAM0658,,3136,ACQ031,
PJN00258,Purchase,"$10,000.00",,,Acquired as Five Saints by Bartolomeo and Antonio Vivarini,NAM1234,,3137,ACQ115,
PJN00259,Purchase,"$5,000.00",,,Acquired as St. Jerome by Moretto da Brescia,NAM0822,,3138,ACQ123,
PJN00260,Purchase,"$30,000.00",,,Acquired as Madonna and Child with Saints by Neroccio de' Landi,NAM0848,,3139,ACQ031,
PJN00261,Purchase,"$30,000.00",,,Acquired as St. Christopher by Quentin Massys,NAM0704,,3140,ACQ031,
PJN00262,Purchase,"$2,800.00",,,Acquired as The Triumph of Silenus by Giulio Romano,NAM1405,,3145,ACQ016,
PJN00263,Purchase,,,,Acquired as Allegory of Virtue (Female Figure Holding a Vase) by Antonio Rizzo,NAM1403,"$11,500.00 paid for K1917 and K1918",3149,ACQ053,
PJN00264,Purchase,,,,"Acquired as Allegory of Virtue (Female Figure Holding a Bowl), attributed to Antonio Rizzo",NAM1403,"$11,500.00 paid for K1917 and K1918",3150,ACQ053,
PJN00265,Purchase,"$8,500.00",,,Acquired as A View of Venice Near Santa Maria Maggiore by Bernardo Bellotto,NAM0110,,3151,ACQ053,
PJN00266,Purchase,,,,Acquired as Landscape with Washerwomen by Alessandro Magnasco,NAM0675,K1936 and KI1937 purchased together for $4000.,3161,ACQ095,
PJN00267,Purchase,,,,Acquired as Landscape with Figures by Alessandro Magnasco,NAM0675,K1936 and KI1937 purchased together for $4000.,3162,ACQ095,
PJN00268,Purchase,"$7,000.00",,,Acquired as Christ on the Mount of Olives by Anton Woensam,,,3164,ACQ107,
PJN00269,Purchase,"$10,000.00",,,"Acquired as View of the Grand Canal with Dogana, late 1770s by Francesco Guardi",NAM0508,,3165,ACQ015,
PJN00270,Purchase,"$5,000.00",,,Acquired as The Minuet by Giovanni Battista Tiepolo,NAM1160,,3166,ACQ015,
PJN00271,Purchase,"$5,000.00",,,Acquired as Portrait of a Young Woman by Orazio Gentileschi,NAM0447,,3167,ACQ015,
PJN00272,Purchase,"$75,000.00",,,Acquired as Portrait of a Gentleman by Annibale Carracci,NAM0219,,3169,ACQ015,
PJN00273,Purchase,"$2,000.00",,,Acquired as Landscape by Pier Francesco Mola,NAM0809,,3170,ACQ015,
PJN00274,Purchase,"$5,000.00",,,Acquired as Harlequin Music by Alessandro Magnasco,NAM0675,"K1953 and K1952 purchased together for $10,000.",3171,ACQ015,
PJN00275,Purchase,"$5,000.00",,,Acquired as Harlequin Cooking by Alessandro Magnasco,NAM0675,"K1953 and K1952 purchased together for $10,000.",3172,ACQ015,
PJN00276,Purchase,"$10,000.00",,,Acquired as The Battle of the Lapiths and Centaurs by Sebastiano Ricci,NAM1002,,3173,ACQ015,
PJN00277,Purchase,"$7,500.00",,,Acquired as The Arts: Music by Gaspare Traversi,NAM1178,"K1957 and K 1958 bought as a pair for $14,500",3174,ACQ015,
PJN00278,Purchase,"$7,500.00",,,Acquired as The Arts: Drawing by Gaspare Traversi,NAM1178,"K1957 and K 1958 bought as a pair for $14,500",3175,ACQ015,
PJN00279,Purchase,"$5,500.00",,,Acquired as Portrait of a Gentleman by Pompeo Batoni,NAM0092,,3176,ACQ015,
PJN00280,Purchase,"$7,500.00",,,"Acquired as St. Martin and the Beggar, at the left the kneeling Figure of a Donor by French, 3rd quarter of 15th century",NAM0419,"from the small chapel of Villediers near Le Mans, Normandy",3177,ACQ054,
PJN00281,Purchase,"$6,500.00",,,"Acquired as Dormition - Assumption and Coronation of the Virgin by Northern France, 16th century",NAM0420,,3178,ACQ055,
PJN00282,Purchase,"$18,000.00",,,Acquired as Flagellation of Christ by Bernardo Daddi,NAM0291,,3184,ACQ124,
PJN00283,Purchase,"$80,000.00",,,Acquired as St. Francis Venerating the Crucifix by El Greco (Domenikos Theotokopoulos),NAM0347,,3185,ACQ096,
PJN00284,Purchase,"$15,000.00",,,Acquired as A Martyr Saint (St. Catherine) by Bernardo Daddi,NAM0291,,3189,ACQ124,
PJN00285,Purchase,"$13,000.00",,,Acquired as Still Life by Abraham Hendricksz. van Beyeren,NAM0126,,3192,ACQ007,
PJN00286,Purchase,"$12,000.00",,,Acquired as Skittle players by Jan Havicz. Steen,NAM1136,,3193,ACQ007,
PJN00287,Purchase,"$4,700.00",,,Acquired as Church Interior by Emanuel de Witte,NAM1256,,3194,ACQ007,
PJN00288,Purchase,"$5,000.00",,,Acquired as The Village Lawyer by Adriaen van Ostade,NAM0892,,3195,ACQ007,
PJN00289,Purchase,"$14,000.00",,,Acquired as The Abbot St. Anthony by Giovanni da Milano,NAM0471,,3196,ACQ124,
PJN00290,Purchase,"$13,000.00",,,Acquired as Presentation in the Temple by Jan Provost,NAM0974,,3197,ACQ007,
PJN00291,Purchase,"$70,000.00",,,Acquired as Portrait of a Gentleman by Titian (Tiziano Vecellio),NAM1167,,3198,ACQ007,
PJN00292,Purchase,"$10,000.00",,,Acquired as St. Leonard by Hans Pleydenwurff,NAM0954,,3199,ACQ014,
PJN00293,Purchase,,,,"Acquired as Life of Christ by French School, beginning of 15th century",NAM0419,"$60,000.00 paid for K1994 and K1995.",3200,ACQ080,
PJN00294,Purchase,,,,"Acquired as Life of Christ by French School, beginning of 15th century",NAM0419,"$60,000.00 paid for K1994 and K1995.",3201,ACQ080,
PJN00295,Purchase,"$7,000.00",,,Acquired as The Marriage of the Virgin by Nicolas Dipre (Nicolas d'Ypres),NAM0319,,3202,ACQ080,
PJN00296,Purchase,"$8,000.00",,,Acquired as The Last Supper by Peter Paul Rubens,NAM1038,,3203,ACQ080,
PJN00297,Purchase,"$9,000.00",,,Acquired as The Duet by Jan Miense Molenaer,NAM0810,"signed ""Molenaer"" on foot warmer
Reference: Stechow

dimensions 16-1/2x26 1/2",3204,ACQ106,
PJN00298,Purchase,"$16,500.00",,,Acquired as Madonna and Child by Bartolomeo Vivarini (Bartolomeo da Murano),NAM1234,,3205,ACQ124,
PJN00299,Purchase,,,,"Acquired as Sir Robert Sheffield, attributed to Bernaert van Orley",NAM0888,"Bought with K2003 for $60,000.",3208,ACQ026,
PJN00300,Purchase,,,,"Acquired as Lady Sheffield by Netherlandish Master, circa 1525",NAM0851,"Bought with K2002 for $60,000.",3209,ACQ026,
PJN00301,Purchase,,,,Acquired as Chaos by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3210,ACQ028,
PJN00302,Purchase,,,,Acquired as The Creation of Eve by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3211,ACQ028,
PJN00303,Purchase,,,,Acquired as The Circumcision by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3212,ACQ028,
PJN00304,Purchase,,,,Acquired as Christ Among the Doctors by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3213,ACQ028,
PJN00305,Purchase,,,,Acquired as The Temptation by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3214,ACQ028,
PJN00306,Purchase,"$20,000.00",,,Acquired as Crucifix with Mary and St. John by An Artist of Rimini,NAM0039,,3215,ACQ124,
PJN00307,Purchase,,,,Acquired as The Changing of the Water into Wine by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3216,ACQ028,
PJN00308,Purchase,,,,Acquired as The Charge to Peter by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3217,ACQ028,
PJN00309,Purchase,,,,Acquired as Christ and the Samaritan Woman by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3218,ACQ028,
PJN00310,Purchase,,,,Acquired as The Healing of the Blind Bartimaeus by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3219,ACQ028,
PJN00311,Purchase,,,,Acquired as The Raising of Lazarus by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3220,ACQ028,
PJN00312,Purchase,,,,Acquired as The Supper in the House of Simon by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3221,ACQ028,
PJN00313,Purchase,,,,Acquired as The Transfiguration by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3222,ACQ028,
PJN00314,Purchase,,,,Acquired as The Entry into Jerusalem by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3223,ACQ028,
PJN00315,Purchase,,,,Acquired as The Last Supper by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3224,ACQ028,
PJN00316,Purchase,,,,Acquired as The Agony in the Garden by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3225,ACQ028,
PJN00317,Purchase,,,,Acquired as The Betrayal of Christ by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3226,ACQ028,
PJN00318,Purchase,,,,Acquired as Pilate Washing His Hands by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3227,ACQ028,
PJN00319,Purchase,,,,Acquired as Christ Delivered by Pilate by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3228,ACQ028,
PJN00320,Purchase,,,,Acquired as The Way to Calvary by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3229,ACQ028,
PJN00321,Purchase,,,,Acquired as The Crucifixion by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3230,ACQ028,
PJN00322,Purchase,,,,Acquired as The Deposition by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3231,ACQ028,
PJN00323,Purchase,,,,Acquired as The Resurrection by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3232,ACQ028,
PJN00324,Purchase,,,,Acquired as The Last Judgment by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3233,ACQ028,
PJN00325,Purchase,,,,Acquired as St. Andrew and St. Peter by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3234,ACQ028,
PJN00326,Purchase,,,,Acquired as St. Bartholomew and St. John the Evangelist by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3235,ACQ028,
PJN00327,Purchase,,,,Acquired as Donor Husband In Prayer Under the Protection of St. Anthony Abbot and St. John the Baptist by A Lombard Painter,NAM0039,"K202A and K202B bought as a pair for $17,000.00.
",3236,ACQ124,
PJN00328,Purchase,,,,Acquired as Donor Wife In Prayer Under The Protection of St. Mary and St. Catherine by A Lombard Painter,NAM0039,"K202A and K202B bought as a pair for $17,000.00.",3237,ACQ124,
PJN00329,Purchase,,,,Acquired as St. Mark and St. Thomas by Fernando Gallego and Assistants,NAM0434,"Purchased with 25 other paintings for $125,000.",3238,ACQ028,
